recency,frequency,monetary
50,1,63.22
539,1,9.97
19,1,49.33
494,2,46.09
214,2,251.71
19,5,1123.69
539,1,14.99
539,1,12.49
537,1,12.49
29,3,186.33
26,4,417.04
538,1,45.3
341,2,77.94
223,2,59.93
31,6,390.79
538,1,3.99
538,1,11.77
103,2,67.93
38,2,108.38
423,1,56.06
538,1,28.47
538,1,18.99
538,1,15.36
523,1,21.54
538,1,18.76
29,3,210.75
328,2,38.93
324,2,93.32
538,1,14.37
509,2,105.89
222,4,597.58
538,1,29.67
506,1,105.34
529,1,35.0
523,1,33.27
110,3,279.28
15,5,534.95
365,3,170.12
219,2,108.12
1,7,1275.18
532,1,14.79
21,4,272.8
538,1,95.61
538,1,23.54
180,2,140.19
431,1,112.08
538,1,83.71
66,2,97.3
498,2,177.19
272,2,93.53
233,1,166.27
534,1,44.29
133,1,30.95
370,1,30.72
538,1,31.54
538,1,11.77
495,2,38.5
538,1,13.77
538,1,10.77
538,1,65.98
538,1,12.99
505,1,14.96
63,4,999.69
538,1,16.99
465,1,72.82
477,1,30.72
451,3,190.15
538,1,98.96
538,1,6.77
538,1,23.54
21,2,78.42
412,2,121.44
538,1,9.98
524,2,72.42
538,1,9.97
538,1,134.28
538,1,11.99
521,1,24.98
2,2,136.17
236,2,125.82
538,1,11.77
57,2,68.28
538,1,6.77
538,1,14.99
538,1,73.3
538,1,27.94
358,2,104.75
103,2,127.81
538,1,52.87
538,1,20.99
85,7,911.51
172,3,107.03
535,1,53.46
29,8,1866.68
487,1,55.67
15,1,43.95
221,3,129.55
538,1,33.71
538,1,6.79
196,3,140.44
538,1,14.37
538,1,32.31
487,1,32.35
538,1,53.72
367,2,54.65
538,1,18.99
531,1,41.7
538,1,14.79
46,3,167.92
242,1,42.34
538,1,30.95
441,2,62.93
204,4,177.7
7,8,1168.37
113,3,301.62
538,1,69.23
4,3,241.14
513,1,58.66
440,3,204.33
56,7,565.24
538,1,56.91
538,1,9.77
152,2,101.04
538,1,17.9
538,1,19.99
538,1,5.96
95,1,24.11
28,3,258.09
97,2,72.19
530,2,58.69
538,1,25.76
538,1,24.96
538,1,13.77
490,2,83.3
335,1,61.7
48,6,958.55
538,1,24.76
526,1,27.34
54,5,489.18
538,1,14.37
538,1,51.68
461,1,22.76
95,2,105.77
537,1,55.5
538,1,24.98
538,1,13.77
538,1,50.27
378,2,100.61
123,4,894.52
538,1,11.77
538,1,24.14
538,1,59.86
261,2,161.91
538,1,25.77
3,6,1302.81
510,2,121.4
538,1,46.28
508,1,39.98
462,2,74.61
268,1,25.48
538,1,15.36
103,2,117.63
537,1,15.36
68,2,51.16
80,1,61.96
21,2,122.69
311,1,29.73
538,1,15.99
538,1,21.55
102,2,50.24
245,1,22.48
538,1,12.49
538,1,14.96
538,1,64.99
307,3,132.86
368,2,64.45
100,2,146.03
538,1,15.9
538,1,12.49
376,2,32.31
538,1,71.49
538,1,13.77
26,3,111.39
526,2,123.55
538,1,8.97
538,1,15.96
538,1,74.22
538,1,12.49
419,1,37.11
538,1,51.37
538,1,37.3
538,1,12.9
538,1,24.98
536,1,18.99
536,1,72.33
202,2,212.24
386,3,253.25
319,2,37.91
538,2,70.43
538,1,10.77
538,1,93.57
538,1,14.37
538,1,54.48
538,1,122.77
537,1,22.99
538,1,10.0
538,1,12.49
476,2,88.58
538,1,15.36
2,7,2010.98
538,1,37.89
538,1,45.95
528,1,55.3
463,2,57.32
3,5,379.87
538,1,18.36
538,1,13.97
198,4,500.92
427,2,140.09
538,1,14.37
538,1,66.03
74,2,91.5
538,1,15.9
538,1,29.99
27,3,1110.22
86,2,74.53
538,1,11.77
137,5,367.88
538,1,21.77
538,1,6.79
470,2,48.08
378,2,61.41
538,1,9.99
538,1,24.98
83,5,820.39
537,1,13.97
388,3,280.47
537,1,77.63
537,1,26.94
229,1,181.86
264,3,91.39
374,1,31.76
335,4,252.05
531,1,46.88
163,2,71.9
536,1,33.37
100,2,106.84
537,1,44.53
537,1,17.96
494,4,213.16
537,1,11.77
454,1,20.74
537,1,25.54
537,1,28.34
418,2,73.76
537,1,44.13
335,4,299.94
537,1,24.99
463,2,130.87
115,3,161.68
537,1,38.7
537,1,28.33
537,1,14.9
439,2,165.01
119,6,409.91
230,3,261.91
383,2,221.96
333,2,102.24
536,1,19.75
509,1,17.9
175,3,120.82
524,1,11.97
502,3,71.39
537,1,15.76
537,1,11.77
537,1,31.92
107,4,591.28
172,2,174.1
426,2,136.3
424,3,109.53
537,1,10.97
537,1,18.36
372,1,48.77
537,1,27.97
537,1,28.74
537,1,34.72
537,1,20.99
88,3,229.95
537,1,25.26
194,2,90.02
403,2,48.29
125,1,59.84
537,1,12.97
534,1,29.98
537,1,24.98
537,1,81.81
53,2,84.07
486,1,30.92
537,1,9.77
191,3,78.95
537,1,54.88
39,3,237.42
498,2,65.58
342,2,79.27
153,2,327.64
537,1,14.37
537,1,59.98
185,5,362.04
528,1,40.11
24,7,1622.29
54,1,52.45
537,1,14.0
21,2,79.53
537,1,13.97
537,1,8.77
18,3,195.17
536,2,468.53
537,1,35.53
537,1,35.31
537,1,54.34
537,1,23.99
23,4,361.72
537,1,19.54
524,1,14.99
187,5,402.89
537,1,14.37
537,1,66.26
66,1,41.34
537,1,26.99
537,1,125.69
537,1,14.96
504,1,30.72
537,1,27.13
35,1,57.23
537,1,83.24
128,5,196.53
253,1,25.76
537,1,12.49
445,2,85.05
537,1,40.12
537,1,21.99
537,1,56.87
130,1,50.2
537,1,17.9
120,2,109.48
189,3,159.42
533,1,29.99
495,4,137.25
476,2,37.68
181,2,73.15
39,5,328.61
39,5,402.94
537,1,28.99
537,1,19.75
537,1,15.36
385,1,60.97
53,3,171.54
537,1,44.53
115,3,209.04
537,1,17.99
537,1,14.96
537,1,30.76
537,1,89.94
537,1,39.91
414,2,102.56
537,1,19.3
403,1,64.42
29,3,429.53
75,3,109.64
270,1,35.98
537,1,27.94
537,1,29.99
528,1,23.54
537,1,15.36
316,2,66.8
537,1,20.99
537,1,26.73
135,4,241.27
522,2,54.67
537,1,28.74
537,1,29.73
537,1,9.77
537,1,32.49
426,1,32.75
537,1,30.54
537,1,22.48
537,1,100.0
536,1,79.08
267,3,81.12
111,4,234.64
230,3,305.22
312,2,65.71
304,2,151.16
537,1,28.13
307,3,130.07
171,1,28.36
250,1,27.94
521,1,55.88
537,1,15.36
537,1,12.49
35,7,721.91
3,7,641.32
537,1,51.48
537,1,52.63
537,1,14.37
233,2,112.14
39,4,386.73
531,1,29.33
12,3,381.68
537,1,8.77
537,1,13.97
524,2,58.25
537,1,12.77
190,1,93.12
371,3,213.91
42,4,180.21
437,1,28.14
537,1,14.96
537,1,26.52
315,3,127.27
537,1,23.54
537,1,12.77
537,1,16.99
431,2,56.74
537,1,14.96
163,2,89.74
338,1,47.88
537,1,19.99
537,1,13.77
289,2,71.1
197,1,32.36
251,1,95.46
20,2,80.39
537,1,15.76
537,1,12.77
533,1,31.89
348,2,186.91
537,1,11.99
491,1,47.69
537,1,14.37
510,1,13.77
537,1,36.75
530,1,25.73
532,1,14.77
526,1,56.49
527,1,24.26
537,1,12.49
205,4,207.02
537,1,17.9
537,1,14.37
537,1,13.97
526,1,41.98
159,4,377.73
537,1,34.99
135,2,201.24
395,2,55.09
537,1,30.92
3,8,1126.26
537,1,19.99
240,2,76.17
536,1,11.77
124,2,68.58
537,1,49.97
503,1,27.94
133,2,69.69
20,5,408.03
519,2,179.55
537,1,11.97
537,1,14.96
537,1,15.36
268,4,337.62
60,3,284.9
537,1,41.1
537,1,37.77
537,1,268.32
537,1,13.97
355,2,220.71
537,1,27.77
536,1,21.54
536,1,13.97
80,2,77.71
536,1,13.97
78,1,119.95
536,1,27.94
66,2,70.82
449,1,44.89
536,1,44.97
536,1,13.97
522,2,60.97
288,1,55.39
516,1,177.12
536,1,45.4
86,2,75.43
364,3,149.1
514,1,18.99
73,2,84.2
536,1,21.54
536,1,24.98
56,1,32.25
497,2,68.87
536,1,13.97
536,1,45.98
61,2,41.8
507,2,257.64
535,1,151.81
536,1,12.77
136,2,109.75
536,1,11.99
55,6,761.68
536,1,15.36
419,2,117.34
518,1,26.73
505,2,54.39
495,2,262.43
487,2,50.24
536,1,14.7
533,1,43.53
32,6,702.75
536,1,39.37
301,1,80.41
338,2,94.6
536,1,12.97
12,5,345.44
365,1,109.56
133,3,232.62
536,1,40.11
536,1,25.3
536,1,27.94
111,2,51.74
339,1,29.92
105,3,86.62
319,1,60.43
199,2,42.31
536,1,14.37
532,2,57.66
536,1,23.54
536,1,28.35
8,5,308.79
193,2,43.45
527,1,26.73
536,1,5.78
0,4,269.88
339,1,44.95
446,2,71.85
536,1,11.77
536,1,17.7
172,1,59.77
24,2,128.58
487,2,94.45
118,4,375.84
118,3,420.81
86,2,40.95
501,2,120.74
127,1,17.76
536,1,39.99
477,1,47.28
536,1,13.97
7,2,226.89
3,2,44.74
21,5,325.29
535,1,29.92
536,1,10.77
536,1,25.74
536,1,13.97
244,3,174.39
536,1,19.99
487,3,179.39
385,1,70.82
340,1,104.57
536,1,156.37
536,1,24.99
515,1,111.6
536,1,13.97
410,2,71.83
408,4,259.32
165,3,99.16
536,1,37.98
536,1,29.9
536,1,12.99
519,1,9.98
438,3,233.61
439,2,234.92
492,2,86.01
536,1,96.65
272,2,90.37
428,2,129.06
536,1,3.99
536,1,39.95
536,1,16.9
316,2,70.58
536,1,15.36
125,2,46.57
528,2,42.53
7,4,166.8
355,2,145.88
536,1,13.97
536,1,14.37
196,2,139.81
169,7,725.26
17,3,151.65
37,3,148.49
7,2,96.67
367,3,159.01
534,2,117.23
536,1,61.73
536,1,14.37
27,4,190.66
536,1,27.34
31,3,125.96
532,1,21.54
42,4,320.8
265,1,23.26
159,4,190.3
536,1,15.36
536,1,9.77
536,1,20.74
17,2,97.89
536,1,68.3
536,1,92.95
105,4,249.94
240,2,97.08
536,1,59.97
522,2,58.66
536,1,29.58
536,1,97.36
536,1,13.97
495,1,57.65
440,3,192.94
536,1,13.97
536,1,14.37
31,7,1248.99
3,6,810.83
252,2,81.3
536,1,18.36
527,1,11.77
106,2,111.58
150,1,44.73
535,1,9.99
518,2,107.41
536,1,14.37
536,1,31.98
536,1,24.26
57,2,73.5
394,3,200.34
532,1,27.94
536,1,19.99
332,1,45.54
10,5,348.25
536,1,21.37
493,2,43.72
536,1,23.94
514,2,88.19
536,1,9.77
428,2,118.52
318,3,115.77
470,1,30.33
536,1,84.65
505,2,115.95
536,1,32.37
415,1,102.16
536,1,27.94
16,2,95.41
94,4,230.79
536,1,25.74
421,2,170.5
524,1,151.03
536,1,28.53
536,1,24.54
536,1,25.26
247,3,202.07
536,1,17.7
23,5,792.09
70,5,332.69
498,1,30.93
32,6,1323.08
520,2,41.5
74,3,223.25
535,1,20.99
536,1,20.37
416,2,99.49
373,4,377.93
536,1,14.99
536,1,11.77
338,2,57.31
536,1,14.96
54,2,76.68
536,1,22.97
204,2,73.4
536,1,13.77
222,2,60.45
535,1,41.5
28,2,241.72
222,6,312.04
536,1,26.14
536,1,43.7
536,1,12.97
536,1,17.3
94,2,39.94
228,2,81.77
73,3,188.98
536,1,15.36
339,2,189.37
27,4,277.78
379,2,83.01
359,3,138.65
536,1,9.99
521,2,56.26
536,1,6.79
21,3,277.96
536,1,76.75
535,1,17.36
535,1,23.73
56,3,299.38
343,2,43.73
535,1,32.72
479,1,19.96
528,1,64.74
136,3,295.78
253,1,31.35
535,1,29.92
535,1,21.77
200,1,61.97
535,1,24.14
535,1,13.0
535,1,26.14
535,1,67.62
1,5,1758.38
535,1,30.25
535,1,15.36
376,1,46.28
535,1,12.77
165,3,113.86
535,1,39.5
535,1,24.99
535,1,11.77
535,1,90.87
535,1,30.33
447,2,49.32
535,1,30.67
535,1,12.49
535,1,15.36
31,6,878.37
201,2,71.0
10,3,191.69
174,4,252.77
535,1,15.76
437,2,99.98
535,1,49.08
535,1,11.77
535,1,69.34
535,1,69.29
100,4,511.12
535,1,12.49
535,1,89.27
535,1,24.98
535,1,13.77
466,2,120.69
518,2,70.82
36,2,175.46
269,2,47.97
535,1,24.97
535,1,53.67
32,1,27.94
535,1,11.77
391,3,83.16
535,1,29.92
6,2,202.58
264,1,45.5
155,2,101.12
535,1,65.2
535,1,22.77
535,1,66.88
535,1,14.96
470,2,260.81
532,1,15.96
35,3,654.0
21,5,566.05
535,1,67.64
5,5,843.86
535,1,24.54
535,1,29.33
535,1,27.97
505,1,26.73
455,1,52.46
172,1,29.47
411,3,366.87
535,1,63.98
195,2,57.67
318,1,57.66
135,5,434.74
535,1,19.99
73,4,269.04
374,2,66.84
535,1,28.99
535,1,11.77
535,1,127.04
38,2,98.66
535,1,29.73
104,3,123.72
535,1,75.42
535,1,6.79
172,3,181.31
108,3,100.25
482,3,385.99
521,1,36.94
23,6,1726.52
535,1,13.97
535,1,12.49
208,1,28.35
522,2,32.51
535,1,14.79
535,1,13.97
535,1,15.76
535,1,14.96
529,1,18.75
533,1,14.37
535,1,49.09
535,1,125.08
535,1,11.77
33,2,93.78
259,2,43.31
503,2,110.72
351,1,148.47
357,2,46.89
3,3,200.46
160,1,23.46
535,1,66.74
521,2,130.64
535,1,19.99
276,3,147.7
535,1,26.73
317,1,32.31
49,3,152.81
493,2,23.34
535,1,38.77
95,2,88.16
176,4,330.67
535,1,9.77
8,3,244.89
205,2,93.52
154,2,83.45
535,1,45.37
33,5,588.28
535,1,24.98
139,2,91.52
105,3,210.95
535,1,59.16
522,1,31.6
247,2,65.88
535,1,23.54
535,1,10.77
535,1,29.92
445,1,33.73
167,2,79.44
535,1,10.77
534,1,25.74
230,1,29.69
514,1,81.64
64,2,46.86
535,1,15.36
535,1,14.37
84,2,81.91
305,2,121.56
535,1,96.27
58,1,24.85
358,3,109.61
535,1,35.31
53,2,175.67
535,1,27.13
535,1,14.96
214,5,402.79
173,2,105.04
492,1,49.88
535,1,9.97
535,1,13.99
535,1,17.76
535,1,29.8
82,1,56.26
77,4,151.51
105,3,183.62
18,2,80.44
505,2,198.42
515,2,57.86
535,1,97.97
535,1,22.99
123,3,193.49
535,1,11.77
285,2,43.12
101,3,795.83
535,1,60.25
535,1,41.1
535,1,41.9
195,2,100.94
535,1,41.9
30,3,172.57
535,1,11.99
343,2,115.95
535,1,15.36
535,1,14.96
432,2,70.23
535,1,15.36
124,3,168.57
101,5,536.59
250,1,50.62
200,1,75.56
19,14,4100.27
535,1,5.78
289,2,66.17
381,1,26.14
535,1,11.77
535,1,30.72
535,1,14.37
50,1,95.79
535,1,28.74
535,1,29.99
519,1,39.98
184,3,117.03
535,1,11.77
535,1,41.7
501,1,26.14
535,1,161.91
535,1,104.49
535,1,15.96
530,1,35.97
106,3,172.46
533,1,55.06
535,1,26.86
535,1,8.99
246,1,44.48
535,1,11.77
422,1,21.74
534,1,50.95
535,1,37.94
10,3,166.45
534,2,118.55
535,1,30.72
535,1,29.4
523,1,26.14
535,1,16.7
535,1,8.77
535,1,18.98
535,1,90.18
535,1,25.74
535,1,30.72
506,1,14.37
535,1,117.15
535,1,14.96
524,1,123.69
535,1,42.9
535,1,17.96
535,1,14.37
535,1,12.97
535,1,15.36
116,3,274.6
535,1,40.46
312,4,225.68
535,1,47.73
535,1,14.99
45,5,574.9
533,1,116.8
535,1,14.96
535,1,15.36
196,2,113.07
448,3,113.38
535,1,20.0
160,3,231.61
535,1,58.85
478,2,82.62
535,1,15.76
535,1,22.3
157,2,109.49
535,1,19.99
517,1,24.98
214,2,64.66
535,1,57.48
527,1,17.96
535,1,54.44
337,1,123.9
164,2,86.55
142,6,392.38
535,1,9.77
535,1,37.99
471,1,25.37
517,3,135.39
535,1,13.77
124,2,105.42
139,2,115.64
535,1,13.7
239,2,72.78
11,2,111.59
431,1,93.44
535,1,27.72
535,1,11.77
532,1,11.77
101,3,138.72
274,2,45.8
19,2,109.16
534,1,199.99
534,1,33.1
425,2,49.11
0,3,375.46
54,4,602.25
498,6,990.28
353,3,293.74
531,2,98.59
534,1,11.77
534,1,10.77
345,1,61.05
145,2,70.55
534,1,14.37
60,3,171.23
187,3,123.7
534,1,54.01
371,1,27.13
534,1,54.45
505,2,47.44
534,1,13.97
508,1,46.36
534,1,19.99
114,2,160.18
344,1,75.69
306,2,159.45
516,1,40.7
534,1,14.99
534,1,95.99
120,5,432.65
534,1,29.33
534,1,78.2
479,2,120.76
534,1,49.98
534,1,27.3
366,2,101.8
78,2,51.36
218,2,84.43
506,2,69.35
534,1,18.54
534,1,24.7
534,1,66.96
507,1,29.58
38,7,1358.49
532,1,118.93
534,1,17.9
526,1,80.02
534,1,29.73
534,1,19.99
534,1,17.99
534,1,28.77
534,1,28.34
371,2,111.46
465,2,141.95
492,2,43.69
229,4,456.79
101,3,141.69
534,1,17.99
521,1,57.05
534,1,14.96
534,1,19.94
534,1,14.96
534,1,9.77
125,1,32.98
534,1,13.97
265,1,113.63
534,1,14.96
108,3,110.69
534,1,52.34
481,3,165.57
534,1,61.27
534,1,31.12
464,3,79.24
432,3,247.06
230,6,967.58
124,2,183.9
534,1,10.77
534,1,37.91
33,3,128.99
534,1,13.97
185,2,137.15
534,1,5.99
534,1,43.72
492,2,126.55
528,1,14.37
534,1,20.3
38,3,197.23
203,1,70.81
510,2,44.37
0,4,211.58
534,1,27.13
534,1,11.77
534,1,4.79
431,2,41.51
18,1,43.9
148,2,131.93
18,4,309.04
534,1,26.56
231,1,36.86
534,1,11.77
85,1,43.32
35,3,104.27
534,1,11.99
534,1,32.92
534,1,51.48
440,3,216.19
534,1,46.69
486,1,26.73
534,1,4.99
365,3,136.03
499,1,85.28
534,1,12.97
166,2,100.63
534,1,11.77
290,2,97.49
101,3,170.56
230,4,305.46
398,2,110.39
103,2,147.72
121,1,65.97
534,1,14.96
268,1,53.34
534,1,62.87
451,1,27.98
534,1,14.37
534,1,12.97
2,3,220.67
42,3,196.19
201,2,208.57
520,1,14.9
534,1,10.77
534,1,12.49
341,2,58.47
534,1,11.77
401,3,134.29
534,1,9.99
335,2,67.43
534,1,44.46
534,1,67.97
451,2,63.84
534,1,25.99
534,1,19.99
534,1,11.97
520,1,139.06
215,1,114.22
151,1,128.08
534,1,5.78
534,1,14.96
157,4,208.64
534,1,59.54
534,1,29.37
534,1,24.99
1,11,2914.87
38,2,48.64
534,1,44.97
430,1,81.48
266,1,37.55
534,1,11.97
430,2,94.68
475,2,97.32
375,2,124.71
534,1,28.93
534,1,39.54
534,1,14.37
534,1,16.7
47,7,888.04
402,3,157.48
534,1,33.98
506,1,26.14
534,1,89.94
534,1,117.76
23,2,172.46
25,3,505.98
525,2,41.69
480,5,772.42
19,6,580.13
493,1,85.24
534,1,17.9
534,1,10.78
534,1,15.97
534,1,12.97
534,1,11.77
533,1,23.99
532,1,19.28
528,3,86.64
139,8,1150.33
215,2,61.72
534,1,19.99
336,2,75.21
15,4,325.18
314,2,88.38
534,1,21.74
534,1,55.97
406,1,55.18
534,1,241.39
323,1,42.24
11,2,219.4
96,6,732.73
241,6,959.29
81,3,152.5
534,1,44.0
44,6,775.82
334,2,118.36
534,1,56.5
534,1,43.95
534,1,26.14
532,1,18.99
316,3,84.99
14,2,63.81
125,3,186.65
94,3,158.84
534,1,23.18
534,1,78.02
534,1,11.77
534,1,32.2
183,3,182.54
317,2,114.98
161,1,73.83
534,1,11.77
22,1,112.4
275,2,92.48
505,2,35.9
534,1,11.77
56,3,155.78
529,2,47.89
462,3,103.18
534,1,42.95
534,1,47.48
534,1,14.96
534,1,8.77
143,4,328.19
79,2,34.97
246,4,108.75
534,1,29.73
534,1,43.29
517,1,16.77
419,2,80.47
351,4,305.56
528,2,162.73
534,1,12.99
534,1,15.36
534,1,38.77
4,4,211.81
118,2,242.01
528,1,11.77
363,2,77.39
121,3,217.47
485,2,70.9
534,1,48.33
534,1,166.75
534,1,26.73
534,1,31.99
533,1,23.54
66,2,242.08
427,2,114.81
100,2,82.18
20,4,163.44
533,1,37.91
27,3,139.13
144,5,426.89
221,3,116.22
527,2,115.74
92,3,295.98
534,1,13.97
144,1,63.29
494,2,135.71
534,1,29.73
534,1,9.77
534,1,12.49
533,1,18.99
98,4,196.42
374,4,178.57
167,3,257.75
533,1,3.99
533,1,31.97
533,1,29.98
533,1,15.36
533,1,18.48
533,1,15.76
58,3,221.21
37,2,178.9
533,1,12.98
533,1,30.97
533,1,13.97
275,2,123.43
11,2,517.33
348,1,34.95
533,1,13.97
26,3,324.92
479,4,293.67
264,2,39.35
533,1,15.36
533,1,58.13
1,10,4097.91
533,1,13.97
52,5,785.11
532,1,29.33
119,2,162.42
468,1,56.65
533,1,16.76
533,1,15.96
533,1,13.97
533,1,38.77
533,1,13.97
533,1,14.79
533,1,11.99
103,3,233.36
533,1,13.97
114,6,828.94
236,4,564.19
533,1,60.47
533,1,14.99
345,3,134.0
533,1,28.93
533,1,381.0
532,1,64.97
415,2,87.25
63,2,113.51
0,3,194.77
533,1,23.49
533,1,18.36
533,1,86.78
532,1,82.64
533,1,13.97
533,1,28.93
533,1,11.77
173,2,85.81
533,1,27.73
169,2,112.85
533,1,13.97
533,1,39.97
533,1,14.37
500,1,37.91
137,2,102.87
74,2,299.47
112,2,332.26
172,3,197.66
533,1,47.88
369,1,20.76
221,3,177.27
533,1,16.76
533,1,33.53
533,1,13.97
397,3,321.96
533,1,29.99
515,2,200.52
303,2,76.62
533,1,24.74
533,1,12.77
383,2,74.21
512,2,70.05
533,1,13.97
529,1,46.28
533,1,85.61
218,5,426.12
371,1,31.76
533,1,40.11
533,1,15.36
190,2,255.18
356,1,71.66
533,1,50.27
417,3,148.23
231,2,151.35
526,3,212.94
232,2,82.53
371,3,84.98
533,1,22.99
533,1,8.77
119,2,173.03
384,4,461.35
533,1,43.7
26,3,136.42
411,5,586.67
533,1,53.03
225,3,103.62
222,1,21.26
533,1,41.13
233,3,118.86
533,1,11.99
533,1,23.14
533,1,15.36
54,4,356.8
1,5,842.06
310,3,173.19
41,2,122.42
228,3,152.43
533,1,94.56
533,1,23.95
112,2,64.88
12,3,205.32
530,1,46.51
197,3,118.76
532,2,74.13
502,1,16.7
511,1,47.62
340,2,103.62
533,1,14.9
83,3,141.41
533,1,12.49
103,2,42.97
95,2,415.81
533,1,30.72
301,4,154.48
533,1,22.56
533,1,14.37
533,1,33.74
97,2,363.31
533,1,33.51
103,1,84.88
533,1,13.97
309,2,171.76
533,1,15.36
533,1,72.67
533,1,13.99
533,1,26.94
533,1,26.77
504,1,46.68
514,1,31.87
530,1,25.77
30,4,732.93
533,1,12.97
533,1,15.99
522,1,18.76
185,1,57.28
82,3,74.39
285,2,199.35
530,2,36.11
25,5,376.77
525,1,26.14
533,1,30.92
468,1,38.71
533,1,18.56
196,2,93.13
531,2,83.19
68,3,189.23
179,2,117.07
26,2,101.51
477,1,39.98
0,6,1248.46
533,1,88.38
267,2,94.44
67,3,892.56
533,1,29.73
533,1,23.54
533,1,17.7
533,1,6.79
15,2,172.4
413,3,154.37
125,2,138.68
4,7,765.37
533,1,49.98
533,1,10.77
519,1,27.99
72,1,20.24
114,3,149.24
533,1,14.79
471,5,337.77
387,4,375.46
533,1,19.77
224,1,40.35
520,1,29.53
531,1,29.91
532,1,126.9
494,1,45.34
533,1,13.97
533,1,28.74
533,1,22.7
533,1,13.97
67,3,92.15
471,1,96.74
470,2,53.55
533,1,13.97
38,4,424.41
227,4,644.75
527,1,31.27
533,1,39.98
332,3,178.56
533,1,38.77
425,2,114.42
529,1,73.03
533,1,22.77
121,2,180.8
22,2,98.25
385,1,59.95
533,1,12.97
533,1,20.99
321,2,186.47
533,1,11.97
533,1,46.37
291,1,42.74
464,3,101.29
533,1,59.31
33,3,108.24
30,3,166.41
499,2,59.85
423,1,42.72
533,1,42.96
370,1,30.32
527,1,26.14
179,2,82.68
533,1,13.77
182,1,28.36
201,2,116.92
533,1,71.44
338,2,117.94
533,1,12.77
439,2,78.93
506,3,360.28
453,1,26.73
533,1,27.93
526,1,42.96
442,1,40.53
532,1,11.77
76,2,45.35
532,1,10.99
532,1,26.99
183,2,70.15
504,2,175.57
469,1,28.85
479,1,14.96
532,1,194.0
532,1,24.98
532,1,25.74
532,1,17.54
502,2,90.18
277,1,26.98
50,4,370.84
371,2,58.05
16,4,706.0
531,1,6.79
532,1,38.13
507,1,12.77
15,3,349.6
93,2,86.12
51,3,269.97
517,2,64.05
525,2,80.09
532,2,43.53
512,1,30.72
532,1,11.77
525,1,107.14
291,3,130.22
278,2,37.47
371,2,107.43
532,1,15.36
427,2,47.53
25,4,316.58
532,1,85.17
532,1,14.96
104,2,41.33
355,2,113.96
532,1,11.77
532,1,28.74
532,1,13.77
17,3,108.96
532,1,23.99
163,2,304.84
17,6,919.1
253,3,269.79
229,2,127.91
532,1,39.9
101,1,40.23
250,2,76.97
532,1,14.96
532,1,14.9
531,1,57.51
532,1,11.77
269,2,80.06
166,3,162.55
469,1,61.89
532,1,36.23
123,2,129.38
531,2,72.0
532,1,47.51
13,2,299.67
3,4,404.45
532,1,13.97
12,1,63.74
117,2,65.92
532,1,26.96
204,3,105.08
223,3,120.96
97,2,140.24
529,2,237.86
469,2,95.31
532,1,14.79
455,1,41.1
532,1,78.0
192,2,135.72
532,1,38.31
509,1,25.74
532,1,26.73
532,1,12.49
7,3,395.56
532,1,13.97
532,1,9.98
532,1,15.36
532,1,30.37
369,1,43.75
38,5,532.13
532,1,16.36
259,2,18.47
532,1,48.75
532,1,58.77
532,1,49.94
27,8,1045.83
532,1,13.97
472,2,34.64
92,2,56.45
393,1,73.71
68,2,89.73
532,1,43.73
463,2,62.92
245,3,92.58
532,1,55.98
531,1,50.65
531,1,17.55
532,1,11.77
532,1,16.99
502,5,280.18
108,2,39.34
532,1,17.3
532,1,36.99
17,4,223.28
487,2,35.95
532,1,19.77
518,1,89.65
33,5,600.12
231,1,24.76
532,1,54.17
532,1,15.36
532,1,14.37
532,1,13.77
532,1,11.77
531,1,11.77
475,1,83.72
532,1,9.77
35,1,73.18
99,1,31.87
532,1,26.73
469,1,62.17
532,1,13.97
532,1,48.48
50,4,266.64
532,1,60.97
61,4,466.75
532,1,51.15
532,1,41.98
364,1,55.47
21,3,275.37
8,2,98.63
532,1,39.71
121,5,460.11
532,1,14.37
532,1,14.96
83,7,675.53
124,5,404.77
532,1,25.07
113,5,551.0
105,2,531.84
532,1,10.97
532,1,27.33
100,1,171.97
469,2,71.25
69,4,305.46
532,1,47.33
160,1,23.26
123,2,101.87
532,1,14.7
532,1,14.37
532,1,10.77
61,3,425.71
532,1,64.96
134,2,79.31
532,1,17.3
7,2,64.12
532,1,18.99
341,3,226.89
531,1,29.16
532,1,32.74
483,2,137.72
524,1,37.98
532,1,13.97
532,1,36.53
514,2,61.25
235,4,461.91
13,4,327.26
532,1,28.74
216,3,63.81
532,1,7.77
308,2,63.43
482,1,50.71
522,3,119.94
532,1,151.42
266,2,72.32
159,2,231.49
135,2,75.83
532,1,57.77
165,3,123.32
502,1,16.36
532,1,32.48
153,3,102.82
48,3,237.72
532,1,19.99
31,2,224.92
56,3,143.81
532,1,17.76
507,1,14.37
532,1,10.97
532,1,17.9
532,1,52.27
532,1,19.75
